Name,Location,City,P.O Box,Phone,Mobile,Company page link,Logo url
Mawaweel Restaurant,N/A,"Abu Dhabi, UAE",93576,+97126391333,N/A,https://www.yellowpages-uae.com/mawaweel-restaurant-145341.html,N/A
Mawlana Turkish Restaurant,Deira,"Dubai, UAE",294912,+97142956868,N/A,https://www.yellowpages-uae.com/mawlana-turkish-restaurant-157886.html,N/A
Maxine Cafe Restaurants,"Jumeirah Road, Street 51, Jumeirah 1","Dubai, UAE",N/A,+97143496020,+97100 629463,https://www.yellowpages-uae.com/maxine-cafe-restaurants-175560.html,N/A
Mazaree Al Sham Barbecue,"Beach Road, Umm Suqeim 2","Dubai, UAE",N/A,+97143883446,+971504638887,https://www.yellowpages-uae.com/mazaree-al-sham-barbecue-175554.html,N/A
McDonalds,Dubai Festival City Business Bay Crossing,"Dubai, UAE",24119,+97142329445,N/A,https://www.yellowpages-uae.com/mcdonalds-160036.html,N/A
Meenatshi Chettinadu Restaurant LLC,Al Quoz,"Dubai, UAE",34722,+97143403345,N/A,https://www.yellowpages-uae.com/meenatshi-chettinadu-restaurant-llc-129667.html,N/A
Meeting Point Cafeteria LLC,"Near Shindaga City Centre, Al Ghubaiba Rd, Opp Etisalat, Bur Dubai","Dubai, UAE",N/A,+97143543701,+971555146916,https://www.yellowpages-uae.com/meeting-point-cafeteria-llc-175304.html,N/A
Meknaz Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97126778813,N/A,https://www.yellowpages-uae.com/meknaz-restaurant-145342.html,N/A
Memsaab Restaurant,JLT,"Dubai, UAE",N/A,+97144429816,N/A,https://www.yellowpages-uae.com/memsaab-restaurant-175767.html,N/A
Meshmesh Pizzeria,N/A,"Abu Dhabi, UAE",N/A,+97126765478,N/A,https://www.yellowpages-uae.com/meshmesh-pizzeria-175499.html,N/A
Mezbaan Hyderabad Restaurant,Bur Dubai,"Dubai, UAE",45076,+97143517863,N/A,https://www.yellowpages-uae.com/mezbaan-hyderabad-restaurant-106308.html,N/A
Mezlai,"Emirates Palace Hotel, Ras Al Akhdar","Abu Dhabi, UAE",N/A,+97126909000,N/A,https://www.yellowpages-uae.com/mezlai-175710.html,N/A
Mezzaluna,"Emirates Palace, Al Ras Al Akhdar","Abu Dhabi, UAE",N/A,+97126907999,N/A,https://www.yellowpages-uae.com/mezzaluna-175738.html,N/A
Mini Chinese Restaurant,"Al Diyafa St, Satwa","Dubai, UAE",1038,+97143459976,N/A,https://www.yellowpages-uae.com/mini-chinese-restaurant-105465.html,N/A
Mini Punjab Restaurant,"Bhnd Natl Bank of Dubai, Al Fahidi St, Bur Dubai","Dubai, UAE",184341,+97143515436,N/A,https://www.yellowpages-uae.com/mini-punjab-restaurant-135912.html,N/A
Mint and Olive Restaurant,Discovery Gardens,"Dubai, UAE",487497,+97144409844,N/A,https://www.yellowpages-uae.com/mint-and-olive-restaurant-147253.html,N/A
Mir Amin Lebanese Cuisine,Jumeirah,"Dubai, UAE",500069,+97143449921,N/A,https://www.yellowpages-uae.com/mir-amin-lebanese-cuisine-132668.html,N/A
Mobeen Restaurant,"Hatta Rd, Aweer","Dubai, UAE",60680,+97142870393,N/A,https://www.yellowpages-uae.com/mobeen-restaurant-120111.html,N/A
Modern Food Care Restaurant LLC,Khalidiya,"Abu Dhabi, UAE",N/A,+97126395544,N/A,https://www.yellowpages-uae.com/modern-food-care-restaurant-llc-147965.html,N/A
Modern Restaurant,"New West Accommodation Area, Jafza","Dubai, UAE",N/A,+97148838822,N/A,https://www.yellowpages-uae.com/modern-restaurant-148354.html,N/A
Mohini Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97126760240,+971556892343,https://www.yellowpages-uae.com/mohini-restaurant-175517.html,N/A
Momento Cafe Restaurant and Catering,Abu Dhabi Mall,"Abu Dhabi, UAE",52203,+97126760444,N/A,https://www.yellowpages-uae.com/momento-cafe-restaurant-and-catering-108152.html,N/A
Momos Magic,"Level 3, Oasis Centre","Dubai, UAE",N/A,+971558028677,N/A,https://www.yellowpages-uae.com/momos-magic-175564.html,N/A
Mono Restaurant & Cafe,N/A,"Abu Dhabi, UAE",N/A,+97126416655,N/A,https://www.yellowpages-uae.com/mono-restaurant-cafe-147220.html,N/A
Moonlight Restaurant,"Opp Islamic Bank, Mumtazar Rd","Ras Al Khaimah, UAE",5748,+97172282336,N/A,https://www.yellowpages-uae.com/moonlight-restaurant-113514.html,N/A
Moshi,Al Barsha 1,"Dubai, UAE",N/A,+97143999650,+97100 66744,https://www.yellowpages-uae.com/moshi-175354.html,N/A
Moti Mahal Delux Restaurant,N/A,"Abu Dhabi, UAE",N/A,+97126742121,N/A,https://www.yellowpages-uae.com/moti-mahal-delux-restaurant-146540.html,N/A
Moulay Youssef Restaurant,Jumeirah,"Dubai, UAE",N/A,+97143282285,N/A,https://www.yellowpages-uae.com/moulay-youssef-restaurant-148310.html,N/A
Moylos Burgers,"Near Sunset Mall, Jumeirah Beach Road","Dubai, UAE",N/A,+97143883140,N/A,https://www.yellowpages-uae.com/moylos-burgers-175555.html,N/A
Mr Shawerma Restaurant,Abu Hail,"Dubai, UAE",N/A,+97142626900,+971554451171,https://www.yellowpages-uae.com/mr-shawerma-restaurant-175307.html,N/A
Mubarak Salem Saeed Restaurant,Hor Al Anz,"Dubai, UAE",11204,+97142667982,N/A,https://www.yellowpages-uae.com/mubarak-salem-saeed-restaurant-116697.html,N/A
Mugg & Bean,Abu Dhabi Mall,"Abu Dhabi, UAE",N/A,+97126454232,N/A,https://www.yellowpages-uae.com/mugg-bean-145700.html,N/A
Mughal Darbar Restaurant LLC,"Hamsah Building, Near Ansar Galler, Karama","Dubai, UAE",N/A,+97143795677,N/A,https://www.yellowpages-uae.com/mughal-darbar-restaurant-llc-175268.html,N/A
Muhammad Faisal Restaurant,"Near Dnata Bldg, Port Saeed, Deira","Dubai, UAE",N/A,+97142691900,+971554306993,https://www.yellowpages-uae.com/muhammad-faisal-restaurant-175253.html,N/A
Mullapanthal Restaurant,"Hawthorn Suite Hotel, Tourist Club Area","Abu Dhabi, UAE",N/A,+971558381867,+971551752299,https://www.yellowpages-uae.com/mullapanthal-restaurant-176437.html,N/A
Multan Restaurant,"Damascus St, Al Qusais 3","Dubai, UAE",N/A,+97142584033,N/A,https://www.yellowpages-uae.com/multan-restaurant-146561.html,N/A
Multi Food LLC,N/A,"Dubai, UAE",N/A,+97144472800,N/A,https://www.yellowpages-uae.com/multi-food-llc-175601.html,N/A
Mumbai Masti Juice Center,"Opp Dubai Museum, Al Fahidi St, Bur Dubai","Dubai, UAE",123481,+97143867655,+971529859545,https://www.yellowpages-uae.com/mumbai-masti-juice-center-175238.html,N/A
Mumtaz Mahal,Arabian Courtyard Hotel & SPA,"Dubai, UAE",N/A,+97143519111,N/A,https://www.yellowpages-uae.com/mumtaz-mahal-175642.html,N/A
Musalla Restaurant,"Lahej Khalifa Building, Opposite Karama Centre, Al Karama","Dubai, UAE",N/A,+97143968030,+97143964928,https://www.yellowpages-uae.com/musalla-restaurant-175284.html,N/A
Mussafah Sanahiya Restaurant,"M 14, Mussafah","Abu Dhabi, UAE",8605,+97125553390,N/A,https://www.yellowpages-uae.com/mussafah-sanahiya-restaurant-129038.html,N/A
My Falafel,"Shop 4, Al Waha Mosque, Dubai Silicon Oasis","Dubai, UAE",N/A,+97143383790,+971505758920,https://www.yellowpages-uae.com/my-falafel-175336.html,N/A
My Tea Cafeteria,"Behind Green House, Najda Street","Abu Dhabi, UAE",N/A,+97126219989,+971568663302,https://www.yellowpages-uae.com/my-tea-cafeteria-175514.html,N/A
Mythos,JLT,"Dubai, UAE",N/A,+97143998166,N/A,https://www.yellowpages-uae.com/mythos-175768.html,N/A
NA3NA3,"Dubai Mall, Al Doha St, Down Town Dubai","Dubai, UAE",N/A,+97144329520,N/A,https://www.yellowpages-uae.com/na3na3-67747.html,N/A
Naadan Adukkala Restaurant,"Opp Aster, Khalid Bin Waleed Rd, Bur Dubai","Dubai, UAE",N/A,+97143277753,+971525943294,https://www.yellowpages-uae.com/naadan-adukkala-restaurant-175314.html,N/A
Nabaa Al Sham Pastry,"Opp Al Moski, King Faisal Street, Al Majaz","Sharjah, UAE",N/A,+97165732626,+971508400411,https://www.yellowpages-uae.com/nabaa-al-sham-pastry-175595.html,N/A
Nabras Refreshments,Khalidiya,"Abu Dhabi, UAE",N/A,+97126668582,N/A,https://www.yellowpages-uae.com/nabras-refreshments-145701.html,N/A
Nahaam,"Jumeirah Al Etihad Towers, Al khubeirah","Abu Dhabi, UAE",N/A,+97128115555,N/A,https://www.yellowpages-uae.com/nahaam-175711.html,N/A
Nalan Restaurant LLC,"Burjuman Centre, Khalid Bin Al Waleed Road, Bur Dubai","Dubai, UAE",N/A,+97143541900,+971507941900,https://www.yellowpages-uae.com/nalan-restaurant-llc-178638.html,N/A
Nalas Aappakadai Chettinad Restaurant LLC,N/A,"Abu Dhabi, UAE",N/A,+97126721500,N/A,https://www.yellowpages-uae.com/nalas-aappakadai-chettinad-restaurant-llc-146541.html,N/A
Nasar Restaurant,Old Airport Rd,"Abu Dhabi, UAE",25634,+97126210482,N/A,https://www.yellowpages-uae.com/nasar-restaurant-141299.html,N/A
Nasr Restaurant & Grill,TCA,"Abu Dhabi, UAE",N/A,+97126444228,N/A,https://www.yellowpages-uae.com/nasr-restaurant-grill-145510.html,N/A
National Restaurant,"Near Hilton Hotel, Khorfakkan Rd","Fujairah, UAE",718,+97192222753,N/A,https://www.yellowpages-uae.com/national-restaurant-121119.html,N/A
Nawab Restaurant,"Al Ain Centre (Computer Plaza), Bur Dubai","Dubai, UAE",29877,+97143599884,N/A,https://www.yellowpages-uae.com/nawab-restaurant-130832.html,N/A
Neelgiris Vegetarian Restaurant,"Ramla Mall Food Court, DIP","Jebel Ali, UAE",30884,+97148847644,N/A,https://www.yellowpages-uae.com/neelgiris-vegetarian-restaurant-146563.html,N/A
Nell Gwynns,Dubai Marina,"Dubai, UAE",N/A,+97144488222,N/A,https://www.yellowpages-uae.com/nell-gwynns-175769.html,N/A
Nellara Restaurant LLC,"Al Fattan Bldg, Opp Nihal, Al Qusais","Dubai, UAE",N/A,+97142806444,N/A,https://www.yellowpages-uae.com/nellara-restaurant-llc-143857.html,N/A
New Bawarchi Restaurant,"Bhnd Raffa Police Stn, Near Golden Fork, Bur Dubai","Dubai, UAE",43263,+97143552833,+971526204803,https://www.yellowpages-uae.com/new-bawarchi-restaurant-175295.html,N/A
New City Palace Restaurant,Al Falah Street,"Abu Dhabi, UAE",31912,+97126262762,+971506620323,https://www.yellowpages-uae.com/new-city-palace-restaurant-145643.html,N/A
New Damascus Sweets and Restaurant,"Beside Madina S/Market, Al Gurfa","Fujairah, UAE",252,+97192222281,N/A,https://www.yellowpages-uae.com/new-damascus-sweets-and-restaurant-138104.html,N/A
New Defood Restaurant,"Al Fajar Building, Near Al Hilal Bank, Al Garhoud","Dubai, UAE",N/A,+97142502829,+971554053838,https://www.yellowpages-uae.com/new-defood-restaurant-175557.html,N/A
New Generation Restaurant,"Near Deira Taxi Stand, Deira","Dubai, UAE",56296,+97142242332,N/A,https://www.yellowpages-uae.com/new-generation-restaurant-134894.html,N/A
New Luck Restaurant,Al Quoz,"Dubai, UAE",11059,+97143472101,N/A,https://www.yellowpages-uae.com/new-luck-restaurant-144264.html,N/A
New Madras Vegetarian Restaurant,Deira,"Dubai, UAE",N/A,+97142233885,N/A,https://www.yellowpages-uae.com/new-madras-vegetarian-restaurant-106907.html,N/A
New Midnight Cafe Restaurant,"Street 1, Discovery Gardens","Dubai, UAE",34685,+971005423789,N/A,https://www.yellowpages-uae.com/new-midnight-cafe-restaurant-148002.html,N/A
New Quetta Cafeteria and Restaurant,Main Rd,"Al Ain, UAE",15283,+97137517716,N/A,https://www.yellowpages-uae.com/new-quetta-cafeteria-and-restaurant-131518.html,N/A
New Royal Chef Restaurant,"Bhnd Sahara Centre, Al Nahda 1","Dubai, UAE",N/A,+97142527991,+971526418757,https://www.yellowpages-uae.com/new-royal-chef-restaurant-175351.html,N/A
New Sagar Restaurant LLC,Mussafah,"Abu Dhabi, UAE",N/A,+97125531180,N/A,https://www.yellowpages-uae.com/new-sagar-restaurant-llc-147966.html,N/A
New Times Restaurant,"Near Clock Tower, Deira","Dubai, UAE",14516,+97142501888,N/A,https://www.yellowpages-uae.com/new-times-restaurant-152365.html,N/A
New York Pizza,Al Qasba,"Sharjah, UAE",N/A,+97165566262,N/A,https://www.yellowpages-uae.com/new-york-pizza-147579.html,N/A
Nice Burger Restaurant,"Sundos Al Nahda Bldg, NMC Hospital Rd, Al Nahda","Dubai, UAE",N/A,+97142582007,+971553582326,https://www.yellowpages-uae.com/nice-burger-restaurant-175229.html,N/A
Nihal Restaurant,Electra St,"Abu Dhabi, UAE",72788,+97126318088,N/A,https://www.yellowpages-uae.com/nihal-restaurant-114926.html,N/A
Nila Restaurant,"Near Safeer Mall, Industrial Area 7","Sharjah, UAE",29033,+97165300230,N/A,https://www.yellowpages-uae.com/nila-restaurant-144081.html,N/A
Ninar Coffee Shop and Restaurant,Khalifa St,"Abu Dhabi, UAE",38569,+97126722267,N/A,https://www.yellowpages-uae.com/ninar-coffee-shop-and-restaurant-118411.html,N/A
Nineteen,Emirates Hills,"Dubai, UAE",36700,+97143905600,N/A,https://www.yellowpages-uae.com/nineteen-122101.html,N/A
Noble Restaurant & Catering Srvcs LLC,N/A,"Abu Dhabi, UAE",8879,+97125509292,N/A,https://www.yellowpages-uae.com/noble-restaurant-catering-srvcs-llc-148667.html,N/A
Nolus Cafe,Al Bandar,"Abu Dhabi, UAE",N/A,+97125579500,N/A,https://www.yellowpages-uae.com/nolus-cafe-175657.html,N/A
Noodle House,Dubai Mall,"Dubai, UAE",N/A,+97143884825,N/A,https://www.yellowpages-uae.com/noodle-house-175770.html,N/A
Noor Al Madina Cafeteria,"Opp Aster, Al Muteena","Dubai, UAE",N/A,+97142735318,+971562929570,https://www.yellowpages-uae.com/noor-al-madina-cafeteria-175243.html,N/A
Noor Al Mandi Restaurant,"Burj Al Noor Tower, Amman St, Al Nahda 2","Dubai, UAE",232852,+97142390700,N/A,https://www.yellowpages-uae.com/noor-al-mandi-restaurant-147104.html,N/A
Noor Al Samaa Restaurant,Al Nahda,"Sharjah, UAE",N/A,+97165265474,N/A,https://www.yellowpages-uae.com/noor-al-samaa-restaurant-147669.html,N/A
Noorani Restaurant & Juice Corner & Cafe LLC,"Near Lamcy Plaza, Oud Metha","Dubai, UAE",N/A,+97143707706,+971566673379,https://www.yellowpages-uae.com/noorani-restaurant-juice-corner-cafe-llc-175501.html,N/A
Notra Food Srvcs,"4th I/Change, Umm Suquem Rd","Dubai, UAE",184513,+97143419490,N/A,https://www.yellowpages-uae.com/notra-food-srvcs-124718.html,N/A
Nova Restaurant,Corniche Road,"Abu Dhabi, UAE",N/A,+971564140978,N/A,https://www.yellowpages-uae.com/nova-restaurant-168561.html,N/A
Oasis - Hotel Holiday International,"Al Majaz, Buheira Corniche","Sharjah, UAE",5802,+97165736666,N/A,https://www.yellowpages-uae.com/oasis-hotel-holiday-international-113801.html,N/A
Oasis Courtyard,Bani Yas,"Abu Dhabi, UAE",N/A,+97126596666,N/A,https://www.yellowpages-uae.com/oasis-courtyard-147212.html,N/A
Ogaret Restaurant LLC,"Food Court 2, Jafza","Jebel Ali, UAE",212428,+97148870055,N/A,https://www.yellowpages-uae.com/ogaret-restaurant-llc-145534.html,N/A
Olives,Al Maqta,"Abu Dhabi, UAE",N/A,+97124041941,N/A,https://www.yellowpages-uae.com/olives-175712.html,N/A
Omar Al Khayyam Restaurant,"Next to Lulu Centre, Rolla","Sharjah, UAE",4172,+97165654629,N/A,https://www.yellowpages-uae.com/omar-al-khayyam-restaurant-110615.html,N/A
Omar Al Khayyam Restaurant and Cafeteria,Dibba Al Hassan,"Fujairah, UAE",12103,+97192442343,N/A,https://www.yellowpages-uae.com/omar-al-khayyam-restaurant-and-cafeteria-121148.html,N/A
Omar Khayyam Restaurant,"Opp RAK Bank, Saba St","Ras Al Khaimah, UAE",1451,+97172332824,N/A,https://www.yellowpages-uae.com/omar-khayyam-restaurant-139806.html,N/A
Onam Restaurant,"Near Arabian Travels, Rolla","Sharjah, UAE",58,+97165615330,N/A,https://www.yellowpages-uae.com/onam-restaurant-129349.html,N/A
Opasta,"Gold Crest Tower, JLT","Dubai, UAE",N/A,+97143686332,N/A,https://www.yellowpages-uae.com/opasta-147694.html,N/A
Open House Restaurant,Karama,"Dubai, UAE",53677,+97143965481,N/A,https://www.yellowpages-uae.com/open-house-restaurant-120128.html,N/A
Operation Falafel,N/A,"Dubai, UAE",N/A,+97100530006,N/A,https://www.yellowpages-uae.com/operation-falafel-175546.html,N/A
Options,N/A,"Dubai, UAE",9668,+97143293293,N/A,https://www.yellowpages-uae.com/options-149601.html,N/A
Oregano Restaurant,Garhoud,"Dubai, UAE",52139,+97142883420,N/A,https://www.yellowpages-uae.com/oregano-restaurant-149674.html,N/A
Organic Foods and Cafe,The Greens,"Dubai, UAE",N/A,+97143382911,N/A,https://www.yellowpages-uae.com/organic-foods-and-cafe-175623.html,N/A
Oriental Korner Restaurant,N/A,"Abu Dhabi, UAE",29674,+97126716782,N/A,https://www.yellowpages-uae.com/oriental-korner-restaurant-175645.html,N/A
Origins,"Yas Viceroy, Yas Islands","Abu Dhabi, UAE",N/A,+97126560600,N/A,https://www.yellowpages-uae.com/origins-175713.html,N/A
Ortegos Grill,"Mankhool Rd, Satwa","Dubai, UAE",N/A,+97143425109,N/A,https://www.yellowpages-uae.com/ortegos-grill-175338.html,N/A
Osool Cafeteria,Abu Shagara,"Sharjah, UAE",N/A,+97165556770,+971552591357,https://www.yellowpages-uae.com/osool-cafeteria-175344.html,N/A
Ossiano,"Crescent Rd, Palm Jumeirah","Dubai, UAE",211188,+97144262626,N/A,https://www.yellowpages-uae.com/ossiano-122107.html,N/A
Oushe Gourmet Bakeshop,Barsha,"Dubai, UAE",N/A,+97143850011,N/A,https://www.yellowpages-uae.com/oushe-gourmet-bakeshop-148065.html,N/A
Outback Steakhouse,"Dubai Festival Centre, DIFC","Dubai, UAE",N/A,+97142328989,N/A,https://www.yellowpages-uae.com/outback-steakhouse-67428.html,N/A
Ovens Bakery,"Amman St, Al Nhada","Dubai, UAE",N/A,+97142206050,N/A,https://www.yellowpages-uae.com/ovens-bakery-68514.html,N/A
Pachaylen,Al Markaziyah,"Abu Dhabi, UAE",N/A,+97126561000,N/A,https://www.yellowpages-uae.com/pachaylen-175714.html,N/A
Pak Al Safa Restaurant LLC,"Near Marco Polo Hotel, Al Muteena St, Deira","Dubai, UAE",40577,+97142727323,+971562355825,https://www.yellowpages-uae.com/pak-al-safa-restaurant-llc-175219.html,N/A
Pak Darbar Restaurant,Al Nahda,"Dubai, UAE",N/A,+97142206050,N/A,https://www.yellowpages-uae.com/pak-darbar-restaurant-175211.html,N/A
Pak Khyber Darbar Restaurant,"Al Muteena St, Deira","Dubai, UAE",N/A,+97142529552,+971507446786,https://www.yellowpages-uae.com/pak-khyber-darbar-restaurant-175242.html,N/A
Pak Rose Restaurant,"Near Allwin Trdg, Deira","Dubai, UAE",N/A,+97142650800,N/A,https://www.yellowpages-uae.com/pak-rose-restaurant-103504.html,N/A
Pak Sufi Restaurant,"Dmascus St, Al Qusais 1","Dubai, UAE",N/A,+97142673600,N/A,https://www.yellowpages-uae.com/pak-sufi-restaurant-103510.html,N/A
Pakistan Sweets and Bakers,"Near Al Ibrahimi Restaurant, Al Karama","Dubai, UAE",N/A,+97143795040,N/A,https://www.yellowpages-uae.com/pakistan-sweets-and-bakers-175262.html,N/A
Palermo,"Club House, Opposite Arabian Ranches","Dubai, UAE",N/A,+97143618111,N/A,https://www.yellowpages-uae.com/palermo-67429.html,N/A
Palm Grove Restaurant,"Opp Basma Resi, Abu Shagara","Sharjah, UAE",N/A,+97165532408,N/A,https://www.yellowpages-uae.com/palm-grove-restaurant-130713.html,N/A
Pancake House,Al Wahda,"Abu Dhabi, UAE",33779,+97126156000,N/A,https://www.yellowpages-uae.com/pancake-house-176386.html,N/A
Panoor Restaurant LLC,"Sh Colony, Qusais","Dubai, UAE",N/A,+97142613157,N/A,https://www.yellowpages-uae.com/panoor-restaurant-llc-68517.html,N/A
Panorama,"Emirates Grand Hotel, sh zayed road","Dubai, UAE",N/A,+97143230000,N/A,https://www.yellowpages-uae.com/panorama-67756.html,N/A
Pantry Cafe,Wasl Square,"Dubai, UAE",N/A,+97143883869,N/A,https://www.yellowpages-uae.com/pantry-cafe-175772.html,N/A
Papa John's,Dubai Marina,"Dubai, UAE",27540,+97144309904,N/A,https://www.yellowpages-uae.com/papa-john-s-135750.html,N/A
Papparoti,Abu Dhabi Mall,"Dubai, UAE",N/A,+97143308377,N/A,https://www.yellowpages-uae.com/papparoti-67430.html,N/A
Paragon Castle,"Nrar NMC Hospital, Amman Rd, Al Nahda 2","Dubai, UAE",N/A,+97142390940,+971554393030,https://www.yellowpages-uae.com/paragon-castle-68505.html,N/A
Parco Restaurant,DIP,"Jebel Ali, UAE",N/A,+97148853955,N/A,https://www.yellowpages-uae.com/parco-restaurant-145535.html,N/A
Paris Way Restaurant,"Near Hadiqat Al Madina, DIP","Jebel Ali, UAE",N/A,+97148848884,N/A,https://www.yellowpages-uae.com/paris-way-restaurant-145644.html,N/A
Park Bar & Grill,Saadiyat Island,"Abu Dhabi, UAE",N/A,+97124071138,N/A,https://www.yellowpages-uae.com/park-bar-grill-175739.html,N/A
Park Darbar Restaurant,"Near Lulu, Muteena Rd, Deira","Dubai, UAE",N/A,+97142562888,+971543240286,https://www.yellowpages-uae.com/park-darbar-restaurant-175342.html,N/A
Park View Restaurant,"Bhnd Zulekha Hospital, Al Nahda 2","Dubai, UAE",N/A,+97142809985,N/A,https://www.yellowpages-uae.com/park-view-restaurant-147206.html,N/A
Parkers Cafe,Al Mushrif,"Abu Dhabi, UAE",N/A,+971506255563,N/A,https://www.yellowpages-uae.com/parkers-cafe-175658.html,N/A
Pastry Hayakil Baalabak,Al Nahda,"Sharjah, UAE",N/A,+97165543111,N/A,https://www.yellowpages-uae.com/pastry-hayakil-baalabak-147397.html,N/A
Patan Restaurant,"Opp Veg Market, Near Enoc, Ras Al Khor","Dubai, UAE",N/A,+97143206366,N/A,https://www.yellowpages-uae.com/patan-restaurant-175327.html,N/A
Paul Cafe,Baniyas,"Abu Dhabi, UAE",N/A,+97125828300,N/A,https://www.yellowpages-uae.com/paul-cafe-175659.html,N/A
Pearl View Restaurant & Cafeteria LLC,"Al Zaroni Bldg, Bhnd Mall of Emirates, Al Barsha","Dubai, UAE",N/A,+97143549004,N/A,https://www.yellowpages-uae.com/pearl-view-restaurant-cafeteria-llc-146031.html,N/A
Peepees Restaurant,Jebel Ali,"Jebel Ali, UAE",2316,+97148834838,N/A,https://www.yellowpages-uae.com/peepees-restaurant-148018.html,N/A
